dataset,instancia,cantidad_locales,limite_contagio,archivo
bajo_contagio,BAJO_CONTAGIO-245,245,61,instancias/bajo_contagio/BAJO_CONTAGIO-245.txt
bajo_contagio,BAJO_CONTAGIO-246,246,61,instancias/bajo_contagio/BAJO_CONTAGIO-246.txt
bajo_contagio,BAJO_CONTAGIO-247,247,61,instancias/bajo_contagio/BAJO_CONTAGIO-247.txt
bajo_contagio,BAJO_CONTAGIO-248,248,62,instancias/bajo_contagio/BAJO_CONTAGIO-248.txt
bajo_contagio,BAJO_CONTAGIO-249,249,62,instancias/bajo_contagio/BAJO_CONTAGIO-249.txt
bajo_contagio,BAJO_CONTAGIO-250,250,62,instancias/bajo_contagio/BAJO_CONTAGIO-250.txt
bajo_contagio,BAJO_CONTAGIO-251,251,62,instancias/bajo_contagio/BAJO_CONTAGIO-251.txt
bajo_contagio,BAJO_CONTAGIO-252,252,63,instancias/bajo_contagio/BAJO_CONTAGIO-252.txt
bajo_contagio,BAJO_CONTAGIO-253,253,63,instancias/bajo_contagio/BAJO_CONTAGIO-253.txt
bajo_contagio,BAJO_CONTAGIO-254,254,63,instancias/bajo_contagio/BAJO_CONTAGIO-254.txt
bajo_contagio,BAJO_CONTAGIO-255,255,63,instancias/bajo_contagio/BAJO_CONTAGIO-255.txt
bajo_contagio,BAJO_CONTAGIO-256,256,64,instancias/bajo_contagio/BAJO_CONTAGIO-256.txt
bajo_contagio,BAJO_CONTAGIO-257,257,64,instancias/bajo_contagio/BAJO_CONTAGIO-257.txt
bajo_contagio,BAJO_CONTAGIO-258,258,64,instancias/bajo_contagio/BAJO_CONTAGIO-258.txt
bajo_contagio,BAJO_CONTAGIO-259,259,64,instancias/bajo_contagio/BAJO_CONTAGIO-259.txt
bajo_contagio,BAJO_CONTAGIO-260,260,65,instancias/bajo_contagio/BAJO_CONTAGIO-260.txt
bajo_contagio,BAJO_CONTAGIO-261,261,65,instancias/bajo_contagio/BAJO_CONTAGIO-261.txt
bajo_contagio,BAJO_CONTAGIO-262,262,65,instancias/bajo_contagio/BAJO_CONTAGIO-262.txt
bajo_contagio,BAJO_CONTAGIO-263,263,65,instancias/bajo_contagio/BAJO_CONTAGIO-263.txt
bajo_contagio,BAJO_CONTAGIO-264,264,66,instancias/bajo_contagio/BAJO_CONTAGIO-264.txt
bajo_contagio,BAJO_CONTAGIO-265,265,66,instancias/bajo_contagio/BAJO_CONTAGIO-265.txt
bajo_contagio,BAJO_CONTAGIO-266,266,66,instancias/bajo_contagio/BAJO_CONTAGIO-266.txt
bajo_contagio,BAJO_CONTAGIO-267,267,66,instancias/bajo_contagio/BAJO_CONTAGIO-267.txt
bajo_contagio,BAJO_CONTAGIO-268,268,67,instancias/bajo_contagio/BAJO_CONTAGIO-268.txt
bajo_contagio,BAJO_CONTAGIO-269,269,67,instancias/bajo_contagio/BAJO_CONTAGIO-269.txt
bajo_contagio,BAJO_CONTAGIO-270,270,67,instancias/bajo_contagio/BAJO_CONTAGIO-270.txt
bajo_contagio,BAJO_CONTAGIO-271,271,67,instancias/bajo_contagio/BAJO_CONTAGIO-271.txt
bajo_contagio,BAJO_CONTAGIO-272,272,68,instancias/bajo_contagio/BAJO_CONTAGIO-272.txt
bajo_contagio,BAJO_CONTAGIO-273,273,68,instancias/bajo_contagio/BAJO_CONTAGIO-273.txt
bajo_contagio,BAJO_CONTAGIO-274,274,68,instancias/bajo_contagio/BAJO_CONTAGIO-274.txt
bajo_contagio,BAJO_CONTAGIO-275,275,68,instancias/bajo_contagio/BAJO_CONTAGIO-275.txt
bajo_contagio,BAJO_CONTAGIO-276,276,69,instancias/bajo_contagio/BAJO_CONTAGIO-276.txt
bajo_contagio,BAJO_CONTAGIO-277,277,69,instancias/bajo_contagio/BAJO_CONTAGIO-277.txt
bajo_contagio,BAJO_CONTAGIO-278,278,69,instancias/bajo_contagio/BAJO_CONTAGIO-278.txt
bajo_contagio,BAJO_CONTAGIO-279,279,69,instancias/bajo_contagio/BAJO_CONTAGIO-279.txt
bajo_contagio,BAJO_CONTAGIO-280,280,70,instancias/bajo_contagio/BAJO_CONTAGIO-280.txt
bajo_contagio,BAJO_CONTAGIO-281,281,70,instancias/bajo_contagio/BAJO_CONTAGIO-281.txt
bajo_contagio,BAJO_CONTAGIO-282,282,70,instancias/bajo_contagio/BAJO_CONTAGIO-282.txt
bajo_contagio,BAJO_CONTAGIO-283,283,70,instancias/bajo_contagio/BAJO_CONTAGIO-283.txt
bajo_contagio,BAJO_CONTAGIO-284,284,71,instancias/bajo_contagio/BAJO_CONTAGIO-284.txt
bajo_contagio,BAJO_CONTAGIO-285,285,71,instancias/bajo_contagio/BAJO_CONTAGIO-285.txt
bajo_contagio,BAJO_CONTAGIO-286,286,71,instancias/bajo_contagio/BAJO_CONTAGIO-286.txt
bajo_contagio,BAJO_CONTAGIO-287,287,71,instancias/bajo_contagio/BAJO_CONTAGIO-287.txt
bajo_contagio,BAJO_CONTAGIO-288,288,72,instancias/bajo_contagio/BAJO_CONTAGIO-288.txt
bajo_contagio,BAJO_CONTAGIO-289,289,72,instancias/bajo_contagio/BAJO_CONTAGIO-289.txt
bajo_contagio,BAJO_CONTAGIO-290,290,72,instancias/bajo_contagio/BAJO_CONTAGIO-290.txt
bajo_contagio,BAJO_CONTAGIO-291,291,72,instancias/bajo_contagio/BAJO_CONTAGIO-291.txt
bajo_contagio,BAJO_CONTAGIO-292,292,73,instancias/bajo_contagio/BAJO_CONTAGIO-292.txt
bajo_contagio,BAJO_CONTAGIO-293,293,73,instancias/bajo_contagio/BAJO_CONTAGIO-293.txt
bajo_contagio,BAJO_CONTAGIO-294,294,73,instancias/bajo_contagio/BAJO_CONTAGIO-294.txt
bajo_contagio,BAJO_CONTAGIO-295,295,73,instancias/bajo_contagio/BAJO_CONTAGIO-295.txt
bajo_contagio,BAJO_CONTAGIO-296,296,74,instancias/bajo_contagio/BAJO_CONTAGIO-296.txt
bajo_contagio,BAJO_CONTAGIO-297,297,74,instancias/bajo_contagio/BAJO_CONTAGIO-297.txt
bajo_contagio,BAJO_CONTAGIO-298,298,74,instancias/bajo_contagio/BAJO_CONTAGIO-298.txt
bajo_contagio,BAJO_CONTAGIO-299,299,74,instancias/bajo_contagio/BAJO_CONTAGIO-299.txt
bajo_contagio,BAJO_CONTAGIO-300,300,75,instancias/bajo_contagio/BAJO_CONTAGIO-300.txt
bajo_contagio,BAJO_CONTAGIO-301,301,75,instancias/bajo_contagio/BAJO_CONTAGIO-301.txt
bajo_contagio,BAJO_CONTAGIO-302,302,75,instancias/bajo_contagio/BAJO_CONTAGIO-302.txt
bajo_contagio,BAJO_CONTAGIO-303,303,75,instancias/bajo_contagio/BAJO_CONTAGIO-303.txt
bajo_contagio,BAJO_CONTAGIO-304,304,76,instancias/bajo_contagio/BAJO_CONTAGIO-304.txt
bajo_contagio,BAJO_CONTAGIO-305,305,76,instancias/bajo_contagio/BAJO_CONTAGIO-305.txt
bajo_contagio,BAJO_CONTAGIO-306,306,76,instancias/bajo_contagio/BAJO_CONTAGIO-306.txt
bajo_contagio,BAJO_CONTAGIO-307,307,76,instancias/bajo_contagio/BAJO_CONTAGIO-307.txt
bajo_contagio,BAJO_CONTAGIO-308,308,77,instancias/bajo_contagio/BAJO_CONTAGIO-308.txt
bajo_contagio,BAJO_CONTAGIO-309,309,77,instancias/bajo_contagio/BAJO_CONTAGIO-309.txt
bajo_contagio,BAJO_CONTAGIO-310,310,77,instancias/bajo_contagio/BAJO_CONTAGIO-310.txt
bajo_contagio,BAJO_CONTAGIO-311,311,77,instancias/bajo_contagio/BAJO_CONTAGIO-311.txt
bajo_contagio,BAJO_CONTAGIO-312,312,78,instancias/bajo_contagio/BAJO_CONTAGIO-312.txt
bajo_contagio,BAJO_CONTAGIO-313,313,78,instancias/bajo_contagio/BAJO_CONTAGIO-313.txt
bajo_contagio,BAJO_CONTAGIO-314,314,78,instancias/bajo_contagio/BAJO_CONTAGIO-314.txt
bajo_contagio,BAJO_CONTAGIO-315,315,78,instancias/bajo_contagio/BAJO_CONTAGIO-315.txt
bajo_contagio,BAJO_CONTAGIO-316,316,79,instancias/bajo_contagio/BAJO_CONTAGIO-316.txt
bajo_contagio,BAJO_CONTAGIO-317,317,79,instancias/bajo_contagio/BAJO_CONTAGIO-317.txt
bajo_contagio,BAJO_CONTAGIO-318,318,79,instancias/bajo_contagio/BAJO_CONTAGIO-318.txt
bajo_contagio,BAJO_CONTAGIO-319,319,79,instancias/bajo_contagio/BAJO_CONTAGIO-319.txt
bajo_contagio,BAJO_CONTAGIO-320,320,80,instancias/bajo_contagio/BAJO_CONTAGIO-320.txt
bajo_contagio,BAJO_CONTAGIO-321,321,80,instancias/bajo_contagio/BAJO_CONTAGIO-321.txt
bajo_contagio,BAJO_CONTAGIO-322,322,80,instancias/bajo_contagio/BAJO_CONTAGIO-322.txt
bajo_contagio,BAJO_CONTAGIO-323,323,80,instancias/bajo_contagio/BAJO_CONTAGIO-323.txt
bajo_contagio,BAJO_CONTAGIO-324,324,81,instancias/bajo_contagio/BAJO_CONTAGIO-324.txt
bajo_contagio,BAJO_CONTAGIO-325,325,81,instancias/bajo_contagio/BAJO_CONTAGIO-325.txt
bajo_contagio,BAJO_CONTAGIO-326,326,81,instancias/bajo_contagio/BAJO_CONTAGIO-326.txt
bajo_contagio,BAJO_CONTAGIO-327,327,81,instancias/bajo_contagio/BAJO_CONTAGIO-327.txt
bajo_contagio,BAJO_CONTAGIO-328,328,82,instancias/bajo_contagio/BAJO_CONTAGIO-328.txt
bajo_contagio,BAJO_CONTAGIO-329,329,82,instancias/bajo_contagio/BAJO_CONTAGIO-329.txt
bajo_contagio,BAJO_CONTAGIO-330,330,82,instancias/bajo_contagio/BAJO_CONTAGIO-330.txt
bajo_contagio,BAJO_CONTAGIO-331,331,82,instancias/bajo_contagio/BAJO_CONTAGIO-331.txt
bajo_contagio,BAJO_CONTAGIO-332,332,83,instancias/bajo_contagio/BAJO_CONTAGIO-332.txt
bajo_contagio,BAJO_CONTAGIO-333,333,83,instancias/bajo_contagio/BAJO_CONTAGIO-333.txt
bajo_contagio,BAJO_CONTAGIO-334,334,83,instancias/bajo_contagio/BAJO_CONTAGIO-334.txt
bajo_contagio,BAJO_CONTAGIO-335,335,83,instancias/bajo_contagio/BAJO_CONTAGIO-335.txt
bajo_contagio,BAJO_CONTAGIO-336,336,84,instancias/bajo_contagio/BAJO_CONTAGIO-336.txt
bajo_contagio,BAJO_CONTAGIO-337,337,84,instancias/bajo_contagio/BAJO_CONTAGIO-337.txt
bajo_contagio,BAJO_CONTAGIO-338,338,84,instancias/bajo_contagio/BAJO_CONTAGIO-338.txt
bajo_contagio,BAJO_CONTAGIO-339,339,84,instancias/bajo_contagio/BAJO_CONTAGIO-339.txt
bajo_contagio,BAJO_CONTAGIO-340,340,85,instancias/bajo_contagio/BAJO_CONTAGIO-340.txt
bajo_contagio,BAJO_CONTAGIO-341,341,85,instancias/bajo_contagio/BAJO_CONTAGIO-341.txt
bajo_contagio,BAJO_CONTAGIO-342,342,85,instancias/bajo_contagio/BAJO_CONTAGIO-342.txt
bajo_contagio,BAJO_CONTAGIO-343,343,85,instancias/bajo_contagio/BAJO_CONTAGIO-343.txt
bajo_contagio,BAJO_CONTAGIO-344,344,86,instancias/bajo_contagio/BAJO_CONTAGIO-344.txt
bajo_contagio,BAJO_CONTAGIO-345,345,86,instancias/bajo_contagio/BAJO_CONTAGIO-345.txt
bajo_contagio,BAJO_CONTAGIO-346,346,86,instancias/bajo_contagio/BAJO_CONTAGIO-346.txt
bajo_contagio,BAJO_CONTAGIO-347,347,86,instancias/bajo_contagio/BAJO_CONTAGIO-347.txt
bajo_contagio,BAJO_CONTAGIO-348,348,87,instancias/bajo_contagio/BAJO_CONTAGIO-348.txt
bajo_contagio,BAJO_CONTAGIO-349,349,87,instancias/bajo_contagio/BAJO_CONTAGIO-349.txt
