dataset,instancia,cantidad_locales,limite_contagio,archivo
variacion_n_m,DP-600-550,600,550,instancias/variacion_n_m/DP-600-550.txt
variacion_n_m,DP-600-600,600,600,instancias/variacion_n_m/DP-600-600.txt
variacion_n_m,DP-600-650,600,650,instancias/variacion_n_m/DP-600-650.txt
variacion_n_m,DP-600-700,600,700,instancias/variacion_n_m/DP-600-700.txt
variacion_n_m,DP-600-750,600,750,instancias/variacion_n_m/DP-600-750.txt
variacion_n_m,DP-600-800,600,800,instancias/variacion_n_m/DP-600-800.txt
variacion_n_m,DP-600-850,600,850,instancias/variacion_n_m/DP-600-850.txt
variacion_n_m,DP-600-900,600,900,instancias/variacion_n_m/DP-600-900.txt
variacion_n_m,DP-600-950,600,950,instancias/variacion_n_m/DP-600-950.txt
variacion_n_m,DP-600-1000,600,1000,instancias/variacion_n_m/DP-600-1000.txt
variacion_n_m,DP-600-1050,600,1050,instancias/variacion_n_m/DP-600-1050.txt
variacion_n_m,DP-600-1100,600,1100,instancias/variacion_n_m/DP-600-1100.txt
variacion_n_m,DP-600-1150,600,1150,instancias/variacion_n_m/DP-600-1150.txt
variacion_n_m,DP-600-1200,600,1200,instancias/variacion_n_m/DP-600-1200.txt
variacion_n_m,DP-600-1250,600,1250,instancias/variacion_n_m/DP-600-1250.txt
variacion_n_m,DP-600-1300,600,1300,instancias/variacion_n_m/DP-600-1300.txt
variacion_n_m,DP-600-1350,600,1350,instancias/variacion_n_m/DP-600-1350.txt
variacion_n_m,DP-600-1400,600,1400,instancias/variacion_n_m/DP-600-1400.txt
variacion_n_m,DP-600-1450,600,1450,instancias/variacion_n_m/DP-600-1450.txt
variacion_n_m,DP-600-1500,600,1500,instancias/variacion_n_m/DP-600-1500.txt
variacion_n_m,DP-600-1550,600,1550,instancias/variacion_n_m/DP-600-1550.txt
variacion_n_m,DP-600-1600,600,1600,instancias/variacion_n_m/DP-600-1600.txt
variacion_n_m,DP-600-1650,600,1650,instancias/variacion_n_m/DP-600-1650.txt
variacion_n_m,DP-650-100,650,100,instancias/variacion_n_m/DP-650-100.txt
variacion_n_m,DP-650-150,650,150,instancias/variacion_n_m/DP-650-150.txt
variacion_n_m,DP-650-200,650,200,instancias/variacion_n_m/DP-650-200.txt
variacion_n_m,DP-650-250,650,250,instancias/variacion_n_m/DP-650-250.txt
variacion_n_m,DP-650-300,650,300,instancias/variacion_n_m/DP-650-300.txt
variacion_n_m,DP-650-350,650,350,instancias/variacion_n_m/DP-650-350.txt
variacion_n_m,DP-650-400,650,400,instancias/variacion_n_m/DP-650-400.txt
variacion_n_m,DP-650-450,650,450,instancias/variacion_n_m/DP-650-450.txt
variacion_n_m,DP-650-500,650,500,instancias/variacion_n_m/DP-650-500.txt
variacion_n_m,DP-650-550,650,550,instancias/variacion_n_m/DP-650-550.txt
variacion_n_m,DP-650-600,650,600,instancias/variacion_n_m/DP-650-600.txt
variacion_n_m,DP-650-650,650,650,instancias/variacion_n_m/DP-650-650.txt
variacion_n_m,DP-650-700,650,700,instancias/variacion_n_m/DP-650-700.txt
variacion_n_m,DP-650-750,650,750,instancias/variacion_n_m/DP-650-750.txt
variacion_n_m,DP-650-800,650,800,instancias/variacion_n_m/DP-650-800.txt
variacion_n_m,DP-650-850,650,850,instancias/variacion_n_m/DP-650-850.txt
variacion_n_m,DP-650-900,650,900,instancias/variacion_n_m/DP-650-900.txt
variacion_n_m,DP-650-950,650,950,instancias/variacion_n_m/DP-650-950.txt
variacion_n_m,DP-650-1000,650,1000,instancias/variacion_n_m/DP-650-1000.txt
variacion_n_m,DP-650-1050,650,1050,instancias/variacion_n_m/DP-650-1050.txt
variacion_n_m,DP-650-1100,650,1100,instancias/variacion_n_m/DP-650-1100.txt
variacion_n_m,DP-650-1150,650,1150,instancias/variacion_n_m/DP-650-1150.txt
variacion_n_m,DP-650-1200,650,1200,instancias/variacion_n_m/DP-650-1200.txt
variacion_n_m,DP-650-1250,650,1250,instancias/variacion_n_m/DP-650-1250.txt
variacion_n_m,DP-650-1300,650,1300,instancias/variacion_n_m/DP-650-1300.txt
variacion_n_m,DP-650-1350,650,1350,instancias/variacion_n_m/DP-650-1350.txt
variacion_n_m,DP-650-1400,650,1400,instancias/variacion_n_m/DP-650-1400.txt
variacion_n_m,DP-650-1450,650,1450,instancias/variacion_n_m/DP-650-1450.txt
variacion_n_m,DP-650-1500,650,1500,instancias/variacion_n_m/DP-650-1500.txt
variacion_n_m,DP-650-1550,650,1550,instancias/variacion_n_m/DP-650-1550.txt
variacion_n_m,DP-650-1600,650,1600,instancias/variacion_n_m/DP-650-1600.txt
variacion_n_m,DP-650-1650,650,1650,instancias/variacion_n_m/DP-650-1650.txt
variacion_n_m,DP-700-100,700,100,instancias/variacion_n_m/DP-700-100.txt
variacion_n_m,DP-700-150,700,150,instancias/variacion_n_m/DP-700-150.txt
variacion_n_m,DP-700-200,700,200,instancias/variacion_n_m/DP-700-200.txt
variacion_n_m,DP-700-250,700,250,instancias/variacion_n_m/DP-700-250.txt
variacion_n_m,DP-700-300,700,300,instancias/variacion_n_m/DP-700-300.txt
variacion_n_m,DP-700-350,700,350,instancias/variacion_n_m/DP-700-350.txt
variacion_n_m,DP-700-400,700,400,instancias/variacion_n_m/DP-700-400.txt
variacion_n_m,DP-700-450,700,450,instancias/variacion_n_m/DP-700-450.txt
variacion_n_m,DP-700-500,700,500,instancias/variacion_n_m/DP-700-500.txt
variacion_n_m,DP-700-550,700,550,instancias/variacion_n_m/DP-700-550.txt
variacion_n_m,DP-700-600,700,600,instancias/variacion_n_m/DP-700-600.txt
variacion_n_m,DP-700-650,700,650,instancias/variacion_n_m/DP-700-650.txt
variacion_n_m,DP-700-700,700,700,instancias/variacion_n_m/DP-700-700.txt
variacion_n_m,DP-700-750,700,750,instancias/variacion_n_m/DP-700-750.txt
variacion_n_m,DP-700-800,700,800,instancias/variacion_n_m/DP-700-800.txt
variacion_n_m,DP-700-850,700,850,instancias/variacion_n_m/DP-700-850.txt
variacion_n_m,DP-700-900,700,900,instancias/variacion_n_m/DP-700-900.txt
variacion_n_m,DP-700-950,700,950,instancias/variacion_n_m/DP-700-950.txt
variacion_n_m,DP-700-1000,700,1000,instancias/variacion_n_m/DP-700-1000.txt
variacion_n_m,DP-700-1050,700,1050,instancias/variacion_n_m/DP-700-1050.txt
variacion_n_m,DP-700-1100,700,1100,instancias/variacion_n_m/DP-700-1100.txt
variacion_n_m,DP-700-1150,700,1150,instancias/variacion_n_m/DP-700-1150.txt
variacion_n_m,DP-700-1200,700,1200,instancias/variacion_n_m/DP-700-1200.txt
variacion_n_m,DP-700-1250,700,1250,instancias/variacion_n_m/DP-700-1250.txt
variacion_n_m,DP-700-1300,700,1300,instancias/variacion_n_m/DP-700-1300.txt
variacion_n_m,DP-700-1350,700,1350,instancias/variacion_n_m/DP-700-1350.txt
variacion_n_m,DP-700-1400,700,1400,instancias/variacion_n_m/DP-700-1400.txt
variacion_n_m,DP-700-1450,700,1450,instancias/variacion_n_m/DP-700-1450.txt
variacion_n_m,DP-700-1500,700,1500,instancias/variacion_n_m/DP-700-1500.txt
variacion_n_m,DP-700-1550,700,1550,instancias/variacion_n_m/DP-700-1550.txt
variacion_n_m,DP-700-1600,700,1600,instancias/variacion_n_m/DP-700-1600.txt
variacion_n_m,DP-700-1650,700,1650,instancias/variacion_n_m/DP-700-1650.txt
variacion_n_m,DP-750-100,750,100,instancias/variacion_n_m/DP-750-100.txt
variacion_n_m,DP-750-150,750,150,instancias/variacion_n_m/DP-750-150.txt
variacion_n_m,DP-750-200,750,200,instancias/variacion_n_m/DP-750-200.txt
variacion_n_m,DP-750-250,750,250,instancias/variacion_n_m/DP-750-250.txt
variacion_n_m,DP-750-300,750,300,instancias/variacion_n_m/DP-750-300.txt
variacion_n_m,DP-750-350,750,350,instancias/variacion_n_m/DP-750-350.txt
variacion_n_m,DP-750-400,750,400,instancias/variacion_n_m/DP-750-400.txt
variacion_n_m,DP-750-450,750,450,instancias/variacion_n_m/DP-750-450.txt
variacion_n_m,DP-750-500,750,500,instancias/variacion_n_m/DP-750-500.txt
variacion_n_m,DP-750-550,750,550,instancias/variacion_n_m/DP-750-550.txt
variacion_n_m,DP-750-600,750,600,instancias/variacion_n_m/DP-750-600.txt
variacion_n_m,DP-750-650,750,650,instancias/variacion_n_m/DP-750-650.txt
variacion_n_m,DP-750-700,750,700,instancias/variacion_n_m/DP-750-700.txt
variacion_n_m,DP-750-750,750,750,instancias/variacion_n_m/DP-750-750.txt
variacion_n_m,DP-750-800,750,800,instancias/variacion_n_m/DP-750-800.txt
variacion_n_m,DP-750-850,750,850,instancias/variacion_n_m/DP-750-850.txt
variacion_n_m,DP-750-900,750,900,instancias/variacion_n_m/DP-750-900.txt
variacion_n_m,DP-750-950,750,950,instancias/variacion_n_m/DP-750-950.txt
variacion_n_m,DP-750-1000,750,1000,instancias/variacion_n_m/DP-750-1000.txt
variacion_n_m,DP-750-1050,750,1050,instancias/variacion_n_m/DP-750-1050.txt
variacion_n_m,DP-750-1100,750,1100,instancias/variacion_n_m/DP-750-1100.txt
variacion_n_m,DP-750-1150,750,1150,instancias/variacion_n_m/DP-750-1150.txt
variacion_n_m,DP-750-1200,750,1200,instancias/variacion_n_m/DP-750-1200.txt
variacion_n_m,DP-750-1250,750,1250,instancias/variacion_n_m/DP-750-1250.txt
variacion_n_m,DP-750-1300,750,1300,instancias/variacion_n_m/DP-750-1300.txt
variacion_n_m,DP-750-1350,750,1350,instancias/variacion_n_m/DP-750-1350.txt
variacion_n_m,DP-750-1400,750,1400,instancias/variacion_n_m/DP-750-1400.txt
variacion_n_m,DP-750-1450,750,1450,instancias/variacion_n_m/DP-750-1450.txt
variacion_n_m,DP-750-1500,750,1500,instancias/variacion_n_m/DP-750-1500.txt
variacion_n_m,DP-750-1550,750,1550,instancias/variacion_n_m/DP-750-1550.txt
variacion_n_m,DP-750-1600,750,1600,instancias/variacion_n_m/DP-750-1600.txt
variacion_n_m,DP-750-1650,750,1650,instancias/variacion_n_m/DP-750-1650.txt
variacion_n_m,DP-800-100,800,100,instancias/variacion_n_m/DP-800-100.txt
variacion_n_m,DP-800-150,800,150,instancias/variacion_n_m/DP-800-150.txt
variacion_n_m,DP-800-200,800,200,instancias/variacion_n_m/DP-800-200.txt
variacion_n_m,DP-800-250,800,250,instancias/variacion_n_m/DP-800-250.txt
variacion_n_m,DP-800-300,800,300,instancias/variacion_n_m/DP-800-300.txt
variacion_n_m,DP-800-350,800,350,instancias/variacion_n_m/DP-800-350.txt
variacion_n_m,DP-800-400,800,400,instancias/variacion_n_m/DP-800-400.txt
variacion_n_m,DP-800-450,800,450,instancias/variacion_n_m/DP-800-450.txt
variacion_n_m,DP-800-500,800,500,instancias/variacion_n_m/DP-800-500.txt
variacion_n_m,DP-800-550,800,550,instancias/variacion_n_m/DP-800-550.txt
variacion_n_m,DP-800-600,800,600,instancias/variacion_n_m/DP-800-600.txt
variacion_n_m,DP-800-650,800,650,instancias/variacion_n_m/DP-800-650.txt
variacion_n_m,DP-800-700,800,700,instancias/variacion_n_m/DP-800-700.txt
variacion_n_m,DP-800-750,800,750,instancias/variacion_n_m/DP-800-750.txt
variacion_n_m,DP-800-800,800,800,instancias/variacion_n_m/DP-800-800.txt
variacion_n_m,DP-800-850,800,850,instancias/variacion_n_m/DP-800-850.txt
variacion_n_m,DP-800-900,800,900,instancias/variacion_n_m/DP-800-900.txt
variacion_n_m,DP-800-950,800,950,instancias/variacion_n_m/DP-800-950.txt
variacion_n_m,DP-800-1000,800,1000,instancias/variacion_n_m/DP-800-1000.txt
variacion_n_m,DP-800-1050,800,1050,instancias/variacion_n_m/DP-800-1050.txt
variacion_n_m,DP-800-1100,800,1100,instancias/variacion_n_m/DP-800-1100.txt
variacion_n_m,DP-800-1150,800,1150,instancias/variacion_n_m/DP-800-1150.txt
variacion_n_m,DP-800-1200,800,1200,instancias/variacion_n_m/DP-800-1200.txt
variacion_n_m,DP-800-1250,800,1250,instancias/variacion_n_m/DP-800-1250.txt
variacion_n_m,DP-800-1300,800,1300,instancias/variacion_n_m/DP-800-1300.txt
variacion_n_m,DP-800-1350,800,1350,instancias/variacion_n_m/DP-800-1350.txt
variacion_n_m,DP-800-1400,800,1400,instancias/variacion_n_m/DP-800-1400.txt
variacion_n_m,DP-800-1450,800,1450,instancias/variacion_n_m/DP-800-1450.txt
variacion_n_m,DP-800-1500,800,1500,instancias/variacion_n_m/DP-800-1500.txt
variacion_n_m,DP-800-1550,800,1550,instancias/variacion_n_m/DP-800-1550.txt
variacion_n_m,DP-800-1600,800,1600,instancias/variacion_n_m/DP-800-1600.txt
variacion_n_m,DP-800-1650,800,1650,instancias/variacion_n_m/DP-800-1650.txt
variacion_n_m,DP-850-100,850,100,instancias/variacion_n_m/DP-850-100.txt
variacion_n_m,DP-850-150,850,150,instancias/variacion_n_m/DP-850-150.txt
variacion_n_m,DP-850-200,850,200,instancias/variacion_n_m/DP-850-200.txt
variacion_n_m,DP-850-250,850,250,instancias/variacion_n_m/DP-850-250.txt
variacion_n_m,DP-850-300,850,300,instancias/variacion_n_m/DP-850-300.txt
variacion_n_m,DP-850-350,850,350,instancias/variacion_n_m/DP-850-350.txt
variacion_n_m,DP-850-400,850,400,instancias/variacion_n_m/DP-850-400.txt
variacion_n_m,DP-850-450,850,450,instancias/variacion_n_m/DP-850-450.txt
variacion_n_m,DP-850-500,850,500,instancias/variacion_n_m/DP-850-500.txt
variacion_n_m,DP-850-550,850,550,instancias/variacion_n_m/DP-850-550.txt
variacion_n_m,DP-850-600,850,600,instancias/variacion_n_m/DP-850-600.txt
variacion_n_m,DP-850-650,850,650,instancias/variacion_n_m/DP-850-650.txt
variacion_n_m,DP-850-700,850,700,instancias/variacion_n_m/DP-850-700.txt
variacion_n_m,DP-850-750,850,750,instancias/variacion_n_m/DP-850-750.txt
variacion_n_m,DP-850-800,850,800,instancias/variacion_n_m/DP-850-800.txt
variacion_n_m,DP-850-850,850,850,instancias/variacion_n_m/DP-850-850.txt
variacion_n_m,DP-850-900,850,900,instancias/variacion_n_m/DP-850-900.txt
variacion_n_m,DP-850-950,850,950,instancias/variacion_n_m/DP-850-950.txt
variacion_n_m,DP-850-1000,850,1000,instancias/variacion_n_m/DP-850-1000.txt
variacion_n_m,DP-850-1050,850,1050,instancias/variacion_n_m/DP-850-1050.txt
variacion_n_m,DP-850-1100,850,1100,instancias/variacion_n_m/DP-850-1100.txt
variacion_n_m,DP-850-1150,850,1150,instancias/variacion_n_m/DP-850-1150.txt
variacion_n_m,DP-850-1200,850,1200,instancias/variacion_n_m/DP-850-1200.txt
variacion_n_m,DP-850-1250,850,1250,instancias/variacion_n_m/DP-850-1250.txt
variacion_n_m,DP-850-1300,850,1300,instancias/variacion_n_m/DP-850-1300.txt
variacion_n_m,DP-850-1350,850,1350,instancias/variacion_n_m/DP-850-1350.txt
variacion_n_m,DP-850-1400,850,1400,instancias/variacion_n_m/DP-850-1400.txt
variacion_n_m,DP-850-1450,850,1450,instancias/variacion_n_m/DP-850-1450.txt
variacion_n_m,DP-850-1500,850,1500,instancias/variacion_n_m/DP-850-1500.txt
variacion_n_m,DP-850-1550,850,1550,instancias/variacion_n_m/DP-850-1550.txt
variacion_n_m,DP-850-1600,850,1600,instancias/variacion_n_m/DP-850-1600.txt
variacion_n_m,DP-850-1650,850,1650,instancias/variacion_n_m/DP-850-1650.txt
variacion_n_m,DP-900-100,900,100,instancias/variacion_n_m/DP-900-100.txt
variacion_n_m,DP-900-150,900,150,instancias/variacion_n_m/DP-900-150.txt
variacion_n_m,DP-900-200,900,200,instancias/variacion_n_m/DP-900-200.txt
variacion_n_m,DP-900-250,900,250,instancias/variacion_n_m/DP-900-250.txt
variacion_n_m,DP-900-300,900,300,instancias/variacion_n_m/DP-900-300.txt
variacion_n_m,DP-900-350,900,350,instancias/variacion_n_m/DP-900-350.txt
variacion_n_m,DP-900-400,900,400,instancias/variacion_n_m/DP-900-400.txt
variacion_n_m,DP-900-450,900,450,instancias/variacion_n_m/DP-900-450.txt
variacion_n_m,DP-900-500,900,500,instancias/variacion_n_m/DP-900-500.txt
variacion_n_m,DP-900-550,900,550,instancias/variacion_n_m/DP-900-550.txt
variacion_n_m,DP-900-600,900,600,instancias/variacion_n_m/DP-900-600.txt
variacion_n_m,DP-900-650,900,650,instancias/variacion_n_m/DP-900-650.txt
variacion_n_m,DP-900-700,900,700,instancias/variacion_n_m/DP-900-700.txt
variacion_n_m,DP-900-750,900,750,instancias/variacion_n_m/DP-900-750.txt
variacion_n_m,DP-900-800,900,800,instancias/variacion_n_m/DP-900-800.txt
variacion_n_m,DP-900-850,900,850,instancias/variacion_n_m/DP-900-850.txt
variacion_n_m,DP-900-900,900,900,instancias/variacion_n_m/DP-900-900.txt
variacion_n_m,DP-900-950,900,950,instancias/variacion_n_m/DP-900-950.txt
variacion_n_m,DP-900-1000,900,1000,instancias/variacion_n_m/DP-900-1000.txt
variacion_n_m,DP-900-1050,900,1050,instancias/variacion_n_m/DP-900-1050.txt
variacion_n_m,DP-900-1100,900,1100,instancias/variacion_n_m/DP-900-1100.txt
variacion_n_m,DP-900-1150,900,1150,instancias/variacion_n_m/DP-900-1150.txt
variacion_n_m,DP-900-1200,900,1200,instancias/variacion_n_m/DP-900-1200.txt
variacion_n_m,DP-900-1250,900,1250,instancias/variacion_n_m/DP-900-1250.txt
variacion_n_m,DP-900-1300,900,1300,instancias/variacion_n_m/DP-900-1300.txt
variacion_n_m,DP-900-1350,900,1350,instancias/variacion_n_m/DP-900-1350.txt
variacion_n_m,DP-900-1400,900,1400,instancias/variacion_n_m/DP-900-1400.txt
variacion_n_m,DP-900-1450,900,1450,instancias/variacion_n_m/DP-900-1450.txt
variacion_n_m,DP-900-1500,900,1500,instancias/variacion_n_m/DP-900-1500.txt
variacion_n_m,DP-900-1550,900,1550,instancias/variacion_n_m/DP-900-1550.txt
variacion_n_m,DP-900-1600,900,1600,instancias/variacion_n_m/DP-900-1600.txt
variacion_n_m,DP-900-1650,900,1650,instancias/variacion_n_m/DP-900-1650.txt
variacion_n_m,DP-950-100,950,100,instancias/variacion_n_m/DP-950-100.txt
variacion_n_m,DP-950-150,950,150,instancias/variacion_n_m/DP-950-150.txt
variacion_n_m,DP-950-200,950,200,instancias/variacion_n_m/DP-950-200.txt
variacion_n_m,DP-950-250,950,250,instancias/variacion_n_m/DP-950-250.txt
variacion_n_m,DP-950-300,950,300,instancias/variacion_n_m/DP-950-300.txt
variacion_n_m,DP-950-350,950,350,instancias/variacion_n_m/DP-950-350.txt
variacion_n_m,DP-950-400,950,400,instancias/variacion_n_m/DP-950-400.txt
variacion_n_m,DP-950-450,950,450,instancias/variacion_n_m/DP-950-450.txt
variacion_n_m,DP-950-500,950,500,instancias/variacion_n_m/DP-950-500.txt
variacion_n_m,DP-950-550,950,550,instancias/variacion_n_m/DP-950-550.txt
variacion_n_m,DP-950-600,950,600,instancias/variacion_n_m/DP-950-600.txt
variacion_n_m,DP-950-650,950,650,instancias/variacion_n_m/DP-950-650.txt
variacion_n_m,DP-950-700,950,700,instancias/variacion_n_m/DP-950-700.txt
variacion_n_m,DP-950-750,950,750,instancias/variacion_n_m/DP-950-750.txt
variacion_n_m,DP-950-800,950,800,instancias/variacion_n_m/DP-950-800.txt
variacion_n_m,DP-950-850,950,850,instancias/variacion_n_m/DP-950-850.txt
variacion_n_m,DP-950-900,950,900,instancias/variacion_n_m/DP-950-900.txt
variacion_n_m,DP-950-950,950,950,instancias/variacion_n_m/DP-950-950.txt
variacion_n_m,DP-950-1000,950,1000,instancias/variacion_n_m/DP-950-1000.txt
variacion_n_m,DP-950-1050,950,1050,instancias/variacion_n_m/DP-950-1050.txt
variacion_n_m,DP-950-1100,950,1100,instancias/variacion_n_m/DP-950-1100.txt
variacion_n_m,DP-950-1150,950,1150,instancias/variacion_n_m/DP-950-1150.txt
variacion_n_m,DP-950-1200,950,1200,instancias/variacion_n_m/DP-950-1200.txt
variacion_n_m,DP-950-1250,950,1250,instancias/variacion_n_m/DP-950-1250.txt
variacion_n_m,DP-950-1300,950,1300,instancias/variacion_n_m/DP-950-1300.txt
variacion_n_m,DP-950-1350,950,1350,instancias/variacion_n_m/DP-950-1350.txt
variacion_n_m,DP-950-1400,950,1400,instancias/variacion_n_m/DP-950-1400.txt
variacion_n_m,DP-950-1450,950,1450,instancias/variacion_n_m/DP-950-1450.txt
variacion_n_m,DP-950-1500,950,1500,instancias/variacion_n_m/DP-950-1500.txt
variacion_n_m,DP-950-1550,950,1550,instancias/variacion_n_m/DP-950-1550.txt
variacion_n_m,DP-950-1600,950,1600,instancias/variacion_n_m/DP-950-1600.txt
variacion_n_m,DP-950-1650,950,1650,instancias/variacion_n_m/DP-950-1650.txt
variacion_n_m,DP-1000-100,1000,100,instancias/variacion_n_m/DP-1000-100.txt
variacion_n_m,DP-1000-150,1000,150,instancias/variacion_n_m/DP-1000-150.txt
variacion_n_m,DP-1000-200,1000,200,instancias/variacion_n_m/DP-1000-200.txt
variacion_n_m,DP-1000-250,1000,250,instancias/variacion_n_m/DP-1000-250.txt
variacion_n_m,DP-1000-300,1000,300,instancias/variacion_n_m/DP-1000-300.txt
variacion_n_m,DP-1000-350,1000,350,instancias/variacion_n_m/DP-1000-350.txt
variacion_n_m,DP-1000-400,1000,400,instancias/variacion_n_m/DP-1000-400.txt
variacion_n_m,DP-1000-450,1000,450,instancias/variacion_n_m/DP-1000-450.txt
variacion_n_m,DP-1000-500,1000,500,instancias/variacion_n_m/DP-1000-500.txt
variacion_n_m,DP-1000-550,1000,550,instancias/variacion_n_m/DP-1000-550.txt
variacion_n_m,DP-1000-600,1000,600,instancias/variacion_n_m/DP-1000-600.txt
variacion_n_m,DP-1000-650,1000,650,instancias/variacion_n_m/DP-1000-650.txt
variacion_n_m,DP-1000-700,1000,700,instancias/variacion_n_m/DP-1000-700.txt
variacion_n_m,DP-1000-750,1000,750,instancias/variacion_n_m/DP-1000-750.txt
variacion_n_m,DP-1000-800,1000,800,instancias/variacion_n_m/DP-1000-800.txt
variacion_n_m,DP-1000-850,1000,850,instancias/variacion_n_m/DP-1000-850.txt
variacion_n_m,DP-1000-900,1000,900,instancias/variacion_n_m/DP-1000-900.txt
variacion_n_m,DP-1000-950,1000,950,instancias/variacion_n_m/DP-1000-950.txt
variacion_n_m,DP-1000-1000,1000,1000,instancias/variacion_n_m/DP-1000-1000.txt
variacion_n_m,DP-1000-1050,1000,1050,instancias/variacion_n_m/DP-1000-1050.txt
variacion_n_m,DP-1000-1100,1000,1100,instancias/variacion_n_m/DP-1000-1100.txt
variacion_n_m,DP-1000-1150,1000,1150,instancias/variacion_n_m/DP-1000-1150.txt
variacion_n_m,DP-1000-1200,1000,1200,instancias/variacion_n_m/DP-1000-1200.txt
variacion_n_m,DP-1000-1250,1000,1250,instancias/variacion_n_m/DP-1000-1250.txt
variacion_n_m,DP-1000-1300,1000,1300,instancias/variacion_n_m/DP-1000-1300.txt
variacion_n_m,DP-1000-1350,1000,1350,instancias/variacion_n_m/DP-1000-1350.txt
variacion_n_m,DP-1000-1400,1000,1400,instancias/variacion_n_m/DP-1000-1400.txt
variacion_n_m,DP-1000-1450,1000,1450,instancias/variacion_n_m/DP-1000-1450.txt
variacion_n_m,DP-1000-1500,1000,1500,instancias/variacion_n_m/DP-1000-1500.txt
variacion_n_m,DP-1000-1550,1000,1550,instancias/variacion_n_m/DP-1000-1550.txt
variacion_n_m,DP-1000-1600,1000,1600,instancias/variacion_n_m/DP-1000-1600.txt
variacion_n_m,DP-1000-1650,1000,1650,instancias/variacion_n_m/DP-1000-1650.txt
variacion_n_m,DP-1050-100,1050,100,instancias/variacion_n_m/DP-1050-100.txt
variacion_n_m,DP-1050-150,1050,150,instancias/variacion_n_m/DP-1050-150.txt
variacion_n_m,DP-1050-200,1050,200,instancias/variacion_n_m/DP-1050-200.txt
variacion_n_m,DP-1050-250,1050,250,instancias/variacion_n_m/DP-1050-250.txt
variacion_n_m,DP-1050-300,1050,300,instancias/variacion_n_m/DP-1050-300.txt
variacion_n_m,DP-1050-350,1050,350,instancias/variacion_n_m/DP-1050-350.txt
variacion_n_m,DP-1050-400,1050,400,instancias/variacion_n_m/DP-1050-400.txt
variacion_n_m,DP-1050-450,1050,450,instancias/variacion_n_m/DP-1050-450.txt
variacion_n_m,DP-1050-500,1050,500,instancias/variacion_n_m/DP-1050-500.txt
variacion_n_m,DP-1050-550,1050,550,instancias/variacion_n_m/DP-1050-550.txt
variacion_n_m,DP-1050-600,1050,600,instancias/variacion_n_m/DP-1050-600.txt
variacion_n_m,DP-1050-650,1050,650,instancias/variacion_n_m/DP-1050-650.txt
variacion_n_m,DP-1050-700,1050,700,instancias/variacion_n_m/DP-1050-700.txt
variacion_n_m,DP-1050-750,1050,750,instancias/variacion_n_m/DP-1050-750.txt
variacion_n_m,DP-1050-800,1050,800,instancias/variacion_n_m/DP-1050-800.txt
variacion_n_m,DP-1050-850,1050,850,instancias/variacion_n_m/DP-1050-850.txt
variacion_n_m,DP-1050-900,1050,900,instancias/variacion_n_m/DP-1050-900.txt
variacion_n_m,DP-1050-950,1050,950,instancias/variacion_n_m/DP-1050-950.txt
variacion_n_m,DP-1050-1000,1050,1000,instancias/variacion_n_m/DP-1050-1000.txt
variacion_n_m,DP-1050-1050,1050,1050,instancias/variacion_n_m/DP-1050-1050.txt
variacion_n_m,DP-1050-1100,1050,1100,instancias/variacion_n_m/DP-1050-1100.txt
variacion_n_m,DP-1050-1150,1050,1150,instancias/variacion_n_m/DP-1050-1150.txt
variacion_n_m,DP-1050-1200,1050,1200,instancias/variacion_n_m/DP-1050-1200.txt
variacion_n_m,DP-1050-1250,1050,1250,instancias/variacion_n_m/DP-1050-1250.txt
variacion_n_m,DP-1050-1300,1050,1300,instancias/variacion_n_m/DP-1050-1300.txt
variacion_n_m,DP-1050-1350,1050,1350,instancias/variacion_n_m/DP-1050-1350.txt
variacion_n_m,DP-1050-1400,1050,1400,instancias/variacion_n_m/DP-1050-1400.txt
variacion_n_m,DP-1050-1450,1050,1450,instancias/variacion_n_m/DP-1050-1450.txt
variacion_n_m,DP-1050-1500,1050,1500,instancias/variacion_n_m/DP-1050-1500.txt
variacion_n_m,DP-1050-1550,1050,1550,instancias/variacion_n_m/DP-1050-1550.txt
variacion_n_m,DP-1050-1600,1050,1600,instancias/variacion_n_m/DP-1050-1600.txt
variacion_n_m,DP-1050-1650,1050,1650,instancias/variacion_n_m/DP-1050-1650.txt
variacion_n_m,DP-1100-100,1100,100,instancias/variacion_n_m/DP-1100-100.txt
variacion_n_m,DP-1100-150,1100,150,instancias/variacion_n_m/DP-1100-150.txt
variacion_n_m,DP-1100-200,1100,200,instancias/variacion_n_m/DP-1100-200.txt
variacion_n_m,DP-1100-250,1100,250,instancias/variacion_n_m/DP-1100-250.txt
variacion_n_m,DP-1100-300,1100,300,instancias/variacion_n_m/DP-1100-300.txt
variacion_n_m,DP-1100-350,1100,350,instancias/variacion_n_m/DP-1100-350.txt
variacion_n_m,DP-1100-400,1100,400,instancias/variacion_n_m/DP-1100-400.txt
variacion_n_m,DP-1100-450,1100,450,instancias/variacion_n_m/DP-1100-450.txt
variacion_n_m,DP-1100-500,1100,500,instancias/variacion_n_m/DP-1100-500.txt
variacion_n_m,DP-1100-550,1100,550,instancias/variacion_n_m/DP-1100-550.txt
variacion_n_m,DP-1100-600,1100,600,instancias/variacion_n_m/DP-1100-600.txt
variacion_n_m,DP-1100-650,1100,650,instancias/variacion_n_m/DP-1100-650.txt
variacion_n_m,DP-1100-700,1100,700,instancias/variacion_n_m/DP-1100-700.txt
